,gi,tax_names,count
2131,241190066,Bifidobacterium animalis subsp. lactis Bl-04,1
2132,217976200,Methylocella silvestris BL2,1
2133,384043891,Acetobacter pasteurianus IFO 3283-12,1
2134,261866721,Aggregatibacter actinomycetemcomitans D11S-1,1
2135,357407371,Streptomyces cattleya NRRL 8057 = DSM 46488,1
2136,52783855,Bacillus licheniformis DSM 13 = ATCC 14580,1
2137,16799079,Listeria innocua Clip11262,1
2138,379743460,Vibrio cholerae IEC224,1
2139,381280264,Pediococcus claussenii ATCC BAA-344,1
2140,384455125,Candidatus Arthromitus sp. SFB-mouse-Yit,1
2141,88657561,Ehrlichia chaffeensis str. Arkansas,1
2142,294494690,Methanohalophilus mahii DSM 5219,1
2143,85060411,Sodalis glossinidius str. 'morsitans',1
2144,241665037,Ralstonia pickettii 12D,1
2145,189025236,Treponema pallidum subsp. pallidum SS14,1
2146,212217688,Coxiella burnetii CbuK_Q154,1
2147,383309625,Pasteurella multocida subsp. multocida str. HN06,1
2148,339477722,Candidatus Moranella endobia PCIT,1
2149,392378906,Azospirillum brasilense Sp245,1
2150,156936795,Ignicoccus hospitalis KIN4/I,1
2151,108885074,Mycoplasma genitalium G37,1
2152,317133719,Ruminococcus albus 7,1
